verb,MoreAuthority_Label,Ann1_raw,Ann2_raw,Ann3_raw,,,,
thrusts,Agent,Agent,Agent,Agent,,,,FALSE
thumps,Agent,Agent,Agent,Agent,,,,FALSE
tickles,equal,equal,equal,equal,,,,FALSE
ticks off,equal,equal,equal,equal,,,,FALSE
tidies,Agent,equal,Agent,equal,,,,FALSE
ties,equal,equal,equal,equal,,,,FALSE
tightens,Agent,equal,Agent,Agent,,,,FALSE
tilts,Agent,Agent,equal,Agent,,,,FALSE
times,Agent,equal,Agent,equal,,,,FALSE
tips,Theme,Theme,equal,equal,,,,FALSE
tires,Agent,equal,equal,Agent,,,,FALSE
toasts,equal,equal,equal,equal,,,,FALSE
tolerates,equal,equal,equal,equal,,,,FALSE
topples,Agent,Agent,Agent,Agent,,,,FALSE
tops,Agent,Agent,Agent,Agent,,,,FALSE
torments,Agent,Agent,Agent,Agent,,,,FALSE
tortures,Agent,Agent,Agent,Agent,,,,FALSE
tosses,Agent,equal,Agent,equal,,,,FALSE
totals,Agent,equal,Agent,equal,,,,FALSE
touches,Theme,equal,Theme,equal,,,,FALSE
tows,Agent,Agent,Agent,Agent,,,,FALSE
toys with,Agent,Agent,Agent,equal,,,,FALSE
traces,Theme,Theme,equal,equal,,,,FALSE
tracks,Agent,Agent,equal,equal,,,,FALSE
trades,Agent,Agent,equal,Agent,,,,FALSE
trails,equal,Theme,Agent,equal,,,,TRUE
trains,Agent,Agent,Agent,Agent,Agent,Theme,Agent,FALSE
tramples,Agent,Agent,Agent,Agent,,,,FALSE
transfers,Agent,Agent,equal,Agent,,,,FALSE
transfixes,Agent,Agent,Agent,equal,,,,FALSE
transforms,Agent,Agent,equal,Agent,,,,FALSE
translates,Agent,equal,equal,Agent,,,,FALSE
transmits,equal,Theme,Agent,equal,,,,TRUE
transports,Agent,equal,Agent,equal,,,,FALSE
traps,Agent,Agent,equal,Agent,,,,FALSE
trashes,Agent,equal,Agent,equal,,,,FALSE
travels,Agent,Agent,equal,equal,,,,FALSE
treats,Agent,Agent,equal,equal,,,,FALSE
tricks,Agent,Agent,equal,equal,,,,FALSE
tries,equal,equal,equal,equal,,,,FALSE
triggers,Agent,equal,Agent,equal,,,,FALSE
trims,Agent,equal,Agent,equal,,,,FALSE
trips,Agent,Agent,equal,Agent,,,,FALSE
trips on,Theme,Theme,equal,Theme,,,,FALSE
trots,equal,equal,Agent,Theme,,,,TRUE
troubles,Agent,Agent,equal,equal,,,,FALSE
trusts,Theme,Theme,Theme,Theme,,,,FALSE
tucks,equal,equal,equal,equal,,,,FALSE
tugs,Agent,Agent,Agent,Agent,,,,FALSE
tunes,Agent,Agent,equal,Agent,,,,FALSE
turns,Agent,Agent,equal,Agent,,,,FALSE
twirls,Agent,Agent,Agent,Agent,,,,FALSE
twists,Agent,Agent,equal,equal,,,,FALSE
types,equal,equal,Agent,Theme,,,,TRUE
unbuckles,Agent,Agent,equal,Agent,,,,FALSE
unbuttons,Agent,Agent,equal,Agent,,,,FALSE
uncovers,Agent,equal,Agent,Agent,,,,FALSE
underestimates,Theme,equal,Theme,equal,,,,FALSE
undergoes,Theme,equal,Theme,Theme,,,,FALSE
underlies,Agent,Agent,Agent,Agent,,,,FALSE
undermines,Agent,Agent,Agent,equal,,,,FALSE
underscores,Agent,Agent,Agent,equal,,,,FALSE
understands,Agent,equal,Agent,equal,,,,FALSE
undertakes,Theme,Theme,equal,equal,,,,FALSE
undoes,Agent,Agent,Agent,Agent,,,,FALSE
undresses,Agent,equal,Agent,Agent,,,,FALSE
unfolds,Agent,equal,equal,Agent,,,,FALSE
unhooks,Agent,Agent,Agent,Agent,,,,FALSE
unites,Agent,equal,equal,Agent,,,,FALSE
unleashes,Agent,Agent,Agent,equal,,,,FALSE
unloads,Theme,Theme,equal,equal,,,,FALSE
unlocks,equal,equal,Agent,Theme,,,,TRUE
unnerves,Agent,Agent,Agent,equal,,,,FALSE
unpacks,Agent,equal,Agent,equal,,,,FALSE
unravels,Agent,Agent,Agent,Agent,,,,FALSE
unrolls,Agent,Agent,Agent,equal,,,,FALSE
unscrews,Agent,Agent,Agent,equal,,,,FALSE
unties,Agent,Agent,Agent,Agent,,,,FALSE
unwraps,Agent,Agent,equal,Agent,,,,FALSE
unzips,Agent,Agent,Agent,Agent,,,,FALSE
upholds,Theme,Theme,Theme,Agent,,,,FALSE
upsets,Agent,equal,equal,Agent,,,,FALSE
urges,equal,Theme,Agent,equal,,,,TRUE
uses,Agent,Agent,Agent,Agent,,,,FALSE
ushers,Agent,Theme,Agent,Agent,,,,FALSE
utters,equal,Theme,equal,Agent,,,,TRUE
values,Theme,equal,equal,Theme,,,,FALSE
vaults,Agent,Agent,Agent,Agent,,,,FALSE
vents,equal,equal,equal,equal,,,,FALSE
verifies,Agent,Agent,Agent,Agent,,,,FALSE
vetoes,Agent,Agent,Agent,Agent,,,,FALSE
vibrates,Agent,equal,equal,Agent,,,,FALSE
views,equal,equal,equal,equal,,,,FALSE
violates,Agent,Agent,Agent,Agent,,,,FALSE
visits,Theme,Theme,equal,equal,,,,FALSE
voices,equal,equal,equal,equal,,,,FALSE
volunteers,equal,Theme,Agent,equal,,,,TRUE
votes,Theme,equal,equal,Theme,,,,FALSE
wads,Agent,Agent,equal,Agent,,,,FALSE
wags,Agent,Agent,equal,Agent,,,,FALSE
waits,Theme,equal,equal,Theme,,,,FALSE
wakes,Agent,Agent,equal,Agent,,,,FALSE
walks,Agent,Agent,Agent,Agent,,,,FALSE
walls,Agent,equal,Agent,equal,,,,FALSE
wants,Theme,equal,equal,Theme,,,,FALSE
warms,Agent,equal,Agent,equal,,,,FALSE
warns,Agent,Agent,equal,equal,,,,FALSE
warrants,Agent,Agent,equal,equal,,,,FALSE
washes,Agent,Agent,Theme,Agent,,,,FALSE
wastes,Agent,equal,equal,Agent,,,,FALSE
watches,Agent,equal,equal,Agent,,,,FALSE
waters,Agent,Agent,equal,Agent,,,,FALSE
waves,equal,equal,equal,equal,,,,FALSE
weakens,Agent,Agent,Agent,Agent,,,,FALSE
wears,Agent,equal,equal,Agent,,,,FALSE
weathers,Theme,Theme,Theme,Agent,,,,FALSE
weaves,Agent,Agent,equal,Agent,,,,FALSE
wedges,Agent,Agent,Agent,Agent,,,,FALSE
weighs,Agent,Agent,equal,equal,,,,FALSE
welcomes,equal,equal,equal,equal,,,,FALSE
welds,Agent,Agent,Agent,Agent,,,,FALSE
wets,Agent,equal,Agent,Agent,,,,FALSE
whacks,Agent,Agent,Agent,Agent,,,,FALSE
wheels,Agent,equal,Agent,Agent,,,,FALSE
whips,Agent,Agent,Agent,equal,,,,FALSE
whirls,Agent,Agent,Agent,equal,,,,FALSE
whisks,Agent,equal,equal,Agent,,,,FALSE
whispers,equal,equal,equal,equal,,,,FALSE
widens,Agent,Agent,equal,Agent,,,,FALSE
wields,Agent,Agent,Agent,Theme,,,,FALSE
wiggles,equal,equal,equal,equal,,,,FALSE
wills,Agent,Agent,Agent,Theme,,,,FALSE
winds,Agent,Agent,equal,Agent,,,,FALSE
wins,Agent,equal,Agent,Agent,,,,FALSE
wipes,Agent,equal,Agent,Agent,,,,FALSE
wires,Agent,equal,Agent,Agent,,,,FALSE
wishes,Theme,Theme,equal,equal,,,,FALSE
withdraws,Agent,equal,equal,Agent,,,,FALSE
withholds,Agent,Agent,Agent,Agent,,,,FALSE
witnesses,Theme,equal,equal,Theme,,,,FALSE
wonders,Theme,Theme,equal,equal,,,,FALSE
worries,equal,Agent,equal,Theme,,,,TRUE
worsens,Agent,Agent,Agent,equal,,,,FALSE
worships,Theme,Theme,Theme,Theme,,,,FALSE
wounds,Agent,Agent,Agent,Agent,,,,FALSE
wracks,equal,equal,equal,equal,,,,FALSE
wraps,equal,equal,equal,equal,,,,FALSE
wrecks,Agent,Agent,Agent,Agent,,,,FALSE
wrings,Agent,equal,Agent,Agent,,,,FALSE
writes,Agent,Agent,equal,Agent,,,,FALSE
yanks,Agent,Agent,Agent,equal,,,,FALSE
yields,Agent,Theme,Agent,Agent,equal,Theme,Agent,FALSE
zaps,Agent,Agent,Agent,Agent,,,,FALSE
